raw_sentence,clean_text,textblob_polarity,sentiment_textblob
"SOS Children`s Villages (@sos_children) is hiring an ðŸ‘‰ Educator Children's Village

ðŸŒ Sri Lanka
ðŸ¤ Full-time

Dept. Programme

https://t.co/GTqyxeGPdD

#SDG3 #nonprofit #health #jobs",Children #jobs time #SDG3 #nonprofit Dept Lanka hiring Villages Village #health Full Programme Educator,0.35,Partially Positive
"The pandemic really put our lives on pause, and our health at risk. Good health and well-being can no longer be taken for granted and the first steps begin with knowing more.  

Join us and make a difference: https://t.co/gezrk76tbO 

#UniplatPH #IdeasForTomorrow #SDG3 https://t.co/wTsjXaLdth",#SDG3 well #UniplatPH difference really first risk make life longer knowing step #IdeasForTomorrow granted Join taken health begin pause Good pandemic,0.48,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
Please listen to @ShomyChowdhuryâ€™s message on the need to invest in #WaterAction ðŸ’¦so that communities can achieve their right to #water #SDG6 &amp; #health #SDG3 ðŸ‘‡ðŸ»ðŸ‘ðŸ» #WaterForHealth #BeatNTDs https://t.co/TzjI8SyEqn,#water #SDG6 achieve #WaterAction message #SDG3 right #BeatNTDs community invest #WaterForHealth #health Please need listen,0.29,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @RCSI_Irl: Uncovering molecular changes driving the spread of #BreastCancer to the brain. 

@CancerCentreIre researchers mapped changesâ€¦",spread Uncovering brain molecular driving researcher mapped change #BreastCancer,0.0,Neutral
"RT @HelenKellerNG: This week, our Vitamin A #Supplementation #VAS team are gathered for a review meeting to retrospect on past performanceâ€¦",#VAS performance team retrospect past #Supplementation gathered week meeting Vitamin review This,-0.25,Partially Negative
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @SpadesGrace: Excited to present and discuss food environment monitoring at the @_INFORMAS regional webinar this Wednesday 9am AEDT!

Reâ€¦",environment monitoring Wednesday discus webinar present food AEDT regional Excited,0.19,Partially Positive
"#GyanYogaNGO
#Healthcare
#SDG3
#AGM2023
#PositiveImpact
#CreatingChange

We did it! The 11th AGM of Sri Joydip Ashram Gyan Yoga Training and Research Centre on Healthcare and SDG3 was a huge success. Thank you to everyone who joined us in discussing waysâ€¦https://t.co/mUuHDvcSTI",11th #GyanYogaNGO #SDG3 Research Centre Gyan #AGM2023 SDG3 #Healthcare Ashram Yoga Joydip huge #PositiveImpact Training Healthcare #CreatingChange joined everyone discussing way success Thank,0.35,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"I am excited about TOMORROWðŸ˜Š 
- an excellent opportunity to hear our story of co-creating sustainable solutions to #AirPollution with the Nsugwi community in #Malawi
@KUHeS_mw @IrishResearch @Irish_Aid 
#PhD @RCSI_Irl  #SDG3 #SDG7 #CBPR @PPI_Ignite_Net 
ðŸ‘‰ðŸ¾https://t.co/KQzRkb7Xyg https://t.co/Eyj8oENgD6",sustainable #SDG7 TOMORROW excited Nsugwi #SDG3 #AirPollution #PhD #CBPR hear community #Malawi excellent story opportunity creating solution,0.69,Positive
"RT @HelenKellerNG: This week, our Vitamin A #Supplementation #VAS team are gathered for a review meeting to retrospect on past performanceâ€¦",#VAS performance team retrospect past #Supplementation gathered week meeting Vitamin review This,-0.25,Partially Negative
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @HelenKellerNG: This week, our Vitamin A #Supplementation #VAS team are gathered for a review meeting to retrospect on past performanceâ€¦",#VAS performance team retrospect past #Supplementation gathered week meeting Vitamin review This,-0.25,Partially Negative
"This week, our Vitamin A #Supplementation #VAS team are gathered for a review meeting to retrospect on past performance and better understand how to optimize the performance and how to make improvements. 
#strategy #SDGs #SDG3
#Review #meeting #nutrition https://t.co/0stQwJhllz",#SDG3 retrospect optimize #Supplementation review #VAS understand team #Review past better week meeting make #strategy #SDGs performance improvement gathered #meeting Vitamin #nutrition This,0.12,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @WHIS2020: We're delighted to welcome @KenishaArora as a member of our #WHIS team.

https://t.co/wxIbrkShcR

#HealthForAll #SDG3 #SDG4 #â€¦",#HealthForAll #SDG3 team delighted welcome #SDG4 #WHIS member,0.75,Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"We support Sankuâ€™s vision of a world where everyone, everywhere, has guaranteed, affordable access to the nutrients they need to survive and thrive.
#SupportSanku #EndMalnutrition #EndHiddenHunger #SDG2 #SDG3",#SDG2 support access thrive #SDG3 everywhere affordable guaranteed #EndMalnutrition world #SupportSanku Sanku nutrient everyone need survive #EndHiddenHunger vision,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"Follow us on Facebook, Instagram, and Twitter for more event updates!

#UTAR #FCI #CorporateCommunication #SmashitBeatingHEART #Cardiovasculardisease #SDG3 #Goodhealthandwellbeing #sinchew #sinchewdaily",Follow update event Facebook #SDG3 Instagram #SmashitBeatingHEART #sinchew #sinchewdaily #UTAR #Cardiovasculardisease #CorporateCommunication Twitter #FCI #Goodhealthandwellbeing,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @SpadesGrace: Excited to present and discuss food environment monitoring at the @_INFORMAS regional webinar this Wednesday 9am AEDT!

Reâ€¦",environment monitoring Wednesday discus webinar present food AEDT regional Excited,0.19,Partially Positive
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
"RT @RCSI_Irl: Uncovering molecular changes driving the spread of #BreastCancer to the brain. 

@CancerCentreIre researchers mapped changesâ€¦",spread Uncovering brain molecular driving researcher mapped change #BreastCancer,0.0,Neutral
RT @GatesAfrica: Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinicâ€¦,solar mobile awareness Gachanja traveled raise 2023 #AHAIC powered Kimemia clinic,0.0,Neutral
RT @PeterASands: Deeply concerned about anti-LGBTQI+ Act in #Uganda. Hindering access to lifesaving health services for key populations wilâ€¦,LGBTQI concerned access lifesaving anti Hindering population #Uganda Deeply health service,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"Mr. Kimemia and Mr. Gachanja traveled to #AHAIC 2023 in their solar-powered mobile clinic to raise awareness of the clinics' ability to deliver much-needed #health services to last-mile areas in Africa. ðŸš‘

Innovation, like this, is key to reaching #SDG3.
https://t.co/MEAMyBezb4",#SDG3 awareness powered reaching last clinic solar Kimemia raise #health service needed deliver much Africa #AHAIC mobile Gachanja Innovation ability 2023 area like traveled mile,0.1,Partially Positive
"FAMA promotes #smartworking to achieve the Sustainable Development goals of #agenda2030.

#SDG3 #SDG13 #SDG5 #SDG8 #SDG10 https://t.co/a4smkc2sq9",achieve Development #agenda2030 #SDG3 Sustainable #smartworking FAMA goal promotes #SDG13 #SDG5 #SDG8 #SDG10,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"Our changemakers wrapped up the #GoalsProject. One of our #Year3 projects was making a movie on #SDG3- Air Pollution in Delhi &amp; how it affects our health and wellbeing. We chose to write scripts, act, edit and create artwork with alot of collaboration! Kudos! #Year3 @TBS_Delhi https://t.co/PHJ4nFNgec",create making #SDG3 script affect #Year3 alot wellbeing artwork movie edit Kudos wrapped Delhi write Pollution health #GoalsProject collaboration changemakers project chose,0.0,Neutral
"Excited to present and discuss food environment monitoring at the @_INFORMAS regional webinar this Wednesday 9am AEDT!

Register below to hear from @Magda_Rosin, @meron_lewis, and @LeiaMinaker (INFORMAS Canada Network).

#informas #foodsystems  #sdg12 #sdg2 #sdg3 https://t.co/BmbHNRsSx1",#foodsystems discus #sdg2 #sdg3 #sdg12 Network webinar #informas Canada regional environment monitoring INFORMAS Wednesday Register hear present food AEDT Excited,0.19,Partially Positive
"We @SATTVIC_SOUL organized an event to aware people about health n Education. Another step towards @SDGaction I.e #sdg3 #sdg4 #sdg6. Education n health are the 2 factor which develops the efficiency of human resource.
#bethechange #socialwork #education #healthcare #healthplanet https://t.co/x5t3DmoTMD",people resource #sdg3 #socialwork #healthplanet towards Education #bethechange organized efficiency #sdg6 step Another health #healthcare human aware #sdg4 factor develops #education event,0.12,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"You are invited to a FREE webinar entitled: ""SCOPING OF PHARMACEUTICAL SCIENCES RESEARCHES""
March 31, 2023 (Friday) | 4:00 PM to 6:00 PM via Zoom
Register:  https://t.co/woYn3wu2bX
Inquiries: contact  Ms Ana Rose Palmes
ips_nih.upm@up.edu.ph

#SDG3  #SDG4  #SDG9 #SDG11 #SDG17 https://t.co/HrAQ5FcnjT",invited #SDG3 #SDG11 Zoom webinar SCIENCES #SDG9 Friday Inquiries #SDG17 SCOPING PHARMACEUTICAL Palmes FREE #SDG4 March contact Rose Register 2023 RESEARCHES entitled,0.5,Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @EngRonaldrossug: We Made it to the 7th edition #SafeMotherhoodRun organised by @RotaryMbarara . Together we Can end neonatal and infantâ€¦,#SafeMotherhoodRun Together organised infant Made neonatal edition,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @ItalyFoodTrade: #pesticides, the South Tyrol #apple defamation case @LeMAP_be @FIANista @IPESfood @HercbergS @PrimaProgram @ARC2020eu @â€¦",South #pesticides defamation Tyrol #apple case,0.0,Neutral
"#pesticides, the South Tyrol #apple defamation case @LeMAP_be @FIANista @IPESfood @HercbergS @PrimaProgram @ARC2020eu @REA_research @EU_FPC @FoodPoliticsEU @globaltimesnews @hlpe_cfs @HilalElver 
#environment #health #esg #slapp #SDG3 #SDG12 #SDG14 #SDG15

https://t.co/KXeLS3aLGz",South #pesticides #SDG3 #slapp #SDG14 #SDG12 defamation Tyrol #health #SDG15 #apple #esg #environment case,0.0,Neutral
"#pesticides, the South Tyrol #apple defamation case
#environment #health #esg #slapp #SDG3 #SDG12 #SDG14 #SDG15 @fiblorg @DD_Forum @CommuneCulture @distefanovalori @maxarifay @matteometta @RadioCusano @asparsamuni @amaliadesimone @robertopersia @ECVC1 
https://t.co/vXCz7cy2UU",South #pesticides #SDG3 #slapp #SDG14 #SDG12 defamation Tyrol #health #SDG15 #apple #esg #environment case,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @IIASAVienna: A recent #study by IIASA #researchers @Moradhvaj and @kcsamir shows that maternal #education plays a significant role in râ€¦,recent #study significant #researchers maternal role #education show IIASA play,0.19,Partially Positive
"RT @WorldVisionEARO: As part of our commitment to reaching the #SDG3 target of ending epidemics like #Tuberculosis, @WorldVision #EastAfricâ€¦",ending target #Tuberculosis #SDG3 epidemic like #EastAfric reaching part commitment,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @delabconsulting: This month we agreed with @UNFPAUganda to deliver 35 #kokono cribs to be used by the UN agency in their projects withâ€¦,deliver #kokono used month project This agency agreed crib,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @galaxy_south: #SouthSouth good practice: The @siyakwaziyouth contributes to #SDG3 &amp; #SDG5 in South AfricaðŸ‡¿ðŸ‡¦ by advancing youth #SexualAâ€¦,#SouthSouth South good advancing #SDG3 #SexualA youth #SDG5 Africa contributes practice,0.7,Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @SDGS4GOOD: We know youâ€™re busy butâ€¦.11 minutes of #aerobics daily lowers disease risk, study says | CNN | #SDG3 #Health #Fitness  httpsâ€¦",minute know daily risk study #SDG3 #Fitness #aerobics say lower #Health disease busy,0.05,Partially Positive
"RT @SDGS4GOOD: Wow! Great news âž¡ï¸ #COVID did not affect #happiness around the world, study reveals | World News | Sky News #SDG3 #Wellbeingâ€¦",#COVID #happiness study #SDG3 around News world reveals affect #Wellbeing news World Great,0.75,Positive
"RT @RCSI_Irl: RCSI researchers drive innovation to find new, targeted treatments for #cancer.

Prof Jarushka Naidoo @DrJNaidoo is leading vâ€¦",Jarushka Naidoo #cancer researcher targeted find innovation Prof RCSI drive treatment leading,0.0,Neutral
We continue to look in detail at the @KAUST_News efforts towards the #sdg3. ðŸ‘† at the ðŸ”— up to see the full SDG Highlight Report 2021/22. #KAUSTsustainability #KAUSTResearch @SSquareKAUST https://t.co/afYxRY7kpe,full Report Highlight #sdg3 #KAUSTsustainability #KAUSTResearch look effort detail 2021 continue towards,0.35,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @herorats: This #WorldTBDay take a moment to #applaud our amazing #HealthcareHeroes who are on the frontline of the fight against epidemâ€¦,frontline moment fight #HealthcareHeroes take #applaud amazing This #WorldTBDay epidem,0.6,Positive
"RT @_NVTG: LESS THAN A WEEK to submit your organized session for the European Congress on Global Health, #ECTMIH2023 (Feb 19th)!

#GlobalHeâ€¦",WEEK session THAN organized European Health submit 19th Congress #ECTMIH2023 LESS #GlobalHe Global,-0.06,Partially Negative
"RT @RCSI_Irl: RCSI researchers drive innovation to find new, targeted treatments for #cancer.

Prof Jarushka Naidoo @DrJNaidoo is leading vâ€¦",Jarushka Naidoo #cancer researcher targeted find innovation Prof RCSI drive treatment leading,0.0,Neutral
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
"RT @Konnekttvug: It's the last Sunday of March 2023, and Wellstar Academy Mukono is using it to receive us for a common goal of sharing anâ€¦",receive March Mukono using Academy common sharing goal 2023 Wellstar Sunday last,-0.15,Partially Negative
"RT @UNOPS: Why is health system resilience so important in an uncertain world?

Watch global health experts from @wef @OECD @gatesfoundatioâ€¦",expert resilience system uncertain important world global Watch health,0.2,Partially Positive
"RT @HUAWEI_TECH4ALL: Medicines are getting less effective but companies aren't incentivized to develop new ones.

âŒ10% chance of success
ðŸ’°â€¦",incentivized effective Medicines company getting develop success chance one le,0.45,Partially Positive
RT @IIASAVienna: A recent #study by IIASA #researchers @Moradhvaj and @kcsamir shows that maternal #education plays a significant role in râ€¦,recent #study significant #researchers maternal role #education show IIASA play,0.19,Partially Positive
"RT @I_m_abhishek135: @SATTVIC_SOUL 370th Plogging Drive in Sikharchandi BBSR, Successfully Conducted collecting 20kg of Plastic with Glassâ€¦",collecting Successfully Glass Conducted Drive BBSR 370th 20kg Sikharchandi Plogging Plastic,0.75,Positive
"RT @I_m_abhishek135: @SATTVIC_SOUL 370th Plogging Drive in Sikharchandi BBSR, Successfully Conducted collecting 20kg of Plastic with Glassâ€¦",collecting Successfully Glass Conducted Drive BBSR 370th 20kg Sikharchandi Plogging Plastic,0.75,Positive
"World #Tuberculosis Day 2023 (24 March 2023)Â   Â #TBÂ #EndTB #SDG3 

Trinity Care Foundation https://t.co/nqVYwWlpUN",Foundation March #Tuberculosis #SDG3 #EndTB Trinity 2023 Care World,0.0,Neutral
RT @luciadalnegro: Proud to have served the needs of @UNFPAUganda and happy to know that our #kokono baby cribs can support their crucial wâ€¦,know served support #kokono Proud crucial baby happy need crib,0.53,Positive
"Proud to have served the needs of @UNFPAUganda and happy to know that our #kokono baby cribs can support their crucial work in Uganda! @massi_mazzanti
#delab #SDG3 #walkthetalk #inclusivebusiness https://t.co/wvuBfE99Y3",know served Uganda support #kokono #SDG3 work #delab Proud crucial baby happy #inclusivebusiness need crib #walkthetalk,0.53,Positive
RT @delabconsulting: This month we agreed with @UNFPAUganda to deliver 35 #kokono cribs to be used by the UN agency in their projects withâ€¦,deliver #kokono used month project This agency agreed crib,0.0,Neutral
This month we agreed with @UNFPAUganda to deliver 35 #kokono cribs to be used by the UN agency in their projects with vulnerable populations to improve the dignity of mothers &amp; their babies. Proud to have served their needs &amp; happy to support them in Uganda! @massi_mazzanti #SDG3 https://t.co/my42moe1Eq,vulnerable support #SDG3 baby used dignity agreed mother Uganda month happy deliver #kokono population need served crib improve Proud project This agency,0.37,Partially Positive
"RT @RCSI_Irl: Uncovering molecular changes driving the spread of #BreastCancer to the brain. 

@CancerCentreIre researchers mapped changesâ€¦",spread Uncovering brain molecular driving researcher mapped change #BreastCancer,0.0,Neutral
